2213.18,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.245921,0.187583,0.789639,0.310061,0.33506,0.3026,0.8351,0.594646,0.822493,0.714843
1283.6,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.737068,0.592681,0.614134,0.885834,0.436585,0.60087,0.43919,0.366307,0.611431,0.304496
3005.09,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0.358319,0.484196,0.236924,0.397069,0.315545,0.2732,0.32446,0.373424,0.195709,0.774425
939.85,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.555782,0.527991,0.373816,0.422268,0.391128,0.31796,0.44467,0.32157,0.605077,0.602642
2763.85,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0.15999,0.527991,0.473202,0.704268,0.247408,0.24564,0.2123,0.202213,0.246011,0.432606
5142.87,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0.681761,0.634224,0.373816,0.302678,0.401162,0.26847,0.50556,0.359249,0.345247,0.726792
1132.22,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.737068,0.61366,0.189137,0.295397,0.363768,0.24564,0.47225,0.352251,0.342239,0.382931
3585.75,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.488789,0.26357,0.62377,0.473767,0.583389,0.90267,0.80218,0.785706,0.859764,0.242416
10280.2,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0.555782,0.440642,0.473202,0.281143,0.384099,0.61229,0.51111,0.669033,0.756454,0.361191
6184.59,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0.358319,0.356819,0.802892,0.310061,0.469223,0.3026,0.8351,0.879347,0.822493,0.294523
6396.85,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.358319,0.65431,0.284048,0.281143,0.877905,0.39455,0.50556,0.538473,0.336261,0.715009
5965.73,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0.422197,0.634224,0.432728,0.508483,0.370419,0.58354,0.38016,0.665644,0.339244,0.799124
1193.05,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.555782,0.527991,0.373816,0.302678,0.363312,0.32843,0.44467,0.32157,0.605077,0.818358
1071.77,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0.555782,0.440642,0.83324,0.811271,0.255339,0.58934,0.26029,0.253044,0.276878,0.477578
585.18,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.299102,0.094942,0.722125,0.281143,0.586433,0.80058,0.7877,0.871011,0.822493,0.251278
1395.45,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0.681761,0.484196,0.442784,0.281143,0.547756,0.80438,0.63026,0.377003,0.51666,0.340325
6609.32,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.737068,0.80643,0.259793,0.525831,0.593548,0.31796,0.48889,0.447145,0.301535,0.205651
2658.7,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.488789,0.246911,0.83324,0.551723,0.437192,0.67263,0.59334,0.665644,0.684242,0.407411
4167.32,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.422197,0.592681,0.452887,0.281143,0.637086,0.36636,0.39068,0.665644,0.30435,0.310796
3797.89,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.15999,0.26357,0.432728,0.602545,0.544355,0.48864,0.20496,0.40609,0.648701,0.830931
1155.48,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.785784,0.65431,0.373816,0.718531,0.437192,0.31796,0.44467,0.369858,0.605077,0.74381
891.14,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0.488789,0.506105,0.463029,0.534484,0.381185,0.81542,0.36458,0.454705,0.651733,0.354002
765.97,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0.620805,0.61366,0.236924,0.281143,0.25356,0.40028,0.19431,0.165648,0.40452,0.725941
771.58,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.785784,0.592681,0.614134,0.78323,0.381883,0.36083,0.45017,0.366307,0.339244,0.793518
7256.49,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.785784,0.762059,0.259793,0.543117,0.451203,0.33906,0.54433,0.800726,0.246011,0.215055
1528.73,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.422197,0.26357,0.229617,0.281143,0.496452,0.29758,0.51111,0.424625,0.3574,0.311644
4787.07,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.358319,0.65431,0.284048,0.281143,0.769905,0.60087,0.28677,0.538473,0.298734,0.698006
2163.97,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.620805,0.462347,0.534409,0.889301,0.356037,0.36083,0.45017,0.295524,0.339244,0.804795
11673.03,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0.299102,0.527991,0.327354,0.422268,0.464924,0.33906,0.66076,0.594646,0.678452,0.285224
1753.5,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.488789,0.246911,0.463029,0.281143,0.402942,0.34445,0.79139,0.369858,0.687115,0.297788
4521.12,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0.488789,0.54977,0.432728,0.281143,0.582429,0.65663,0.57716,0.612906,0.617748,0.598847
2127.71,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.422197,0.336963,0.670373,0.585792,0.67568,0.45883,0.58257,0.871011,0.354344,0.811987
5370.72,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.488789,0.592681,0.473202,0.758711,0.260915,0.24564,0.21983,0.214808,0.351299,0.391812
1831.24,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.299102,0.280933,0.713852,0.281143,0.438285,0.75964,0.7877,0.714544,0.751507,0.673856
2421.69,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.620805,0.336963,0.705434,0.281143,0.519514,0.96202,0.8351,0.832658,0.808455,0.39875
1376.18,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0.555782,0.527991,0.215482,0.310061,0.245611,0.25918,0.2123,0.167768,0.339244,0.276837
7703.4,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.737068,0.57136,0.195483,0.372405,0.277613,0.33906,0.37493,0.247316,0.51666,0.799114
11248.08,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0.555782,0.844219,0.432728,0.281143,0.745362,0.68308,0.43919,0.800726,0.19994,0.836949
876.78,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.358319,0.174588,0.345595,0.340543,0.577741,0.34987,0.48334,0.576121,0.704052,0.740584
